1	1	4	1
3	0	881	1
3	0	45	1
3	0	1833	1
3	0	69	1
3	0	1638	1
3	0	932	1
3	0	53	1
3	0	55	1
3	0	60	1
3	0	953	1
3	0	62	1
3	0	33	1
3	0	17	1
3	0	40	1
3	0	22	1
3	0	1580	1
3	0	1625	1
3	0	1294	1
3	0	81	1
3	0	31	1
3	0	758	1
3	0	746	1
3	0	635	1
3	0	847	1
3	0	709	1
3	0	781	1
3	0	690	1
3	0	799	1
3	0	729	1
3	0	598	1
3	0	796	1
3	0	706	1
3	0	651	1
3	0	724	1
3	0	738	1
3	0	788	1
3	0	669	1
3	0	793	1
3	0	844	1
3	0	586	1
3	0	748	1
3	0	726	1
3	0	824	1
3	0	597	1
3	0	701	1
3	0	786	1
3	0	780	1
3	0	858	1
3	0	641	1
3	0	752	1
3	0	662	1
3	0	855	1
3	0	782	1
3	0	640	1
3	0	769	1
3	0	630	1
3	0	620	1
3	0	650	1
3	0	634	1
3	0	667	1
3	0	683	1
3	0	733	1
3	0	619	1
3	0	731	1
3	0	837	1
3	0	613	1
3	0	588	1
3	0	794	1
3	0	823	1
3	0	842	1
3	0	791	1
3	0	605	1
3	0	677	1
3	0	832	1
3	0	591	1
3	0	719	1
3	0	830	1
3	0	612	1
3	0	768	1
3	0	610	1
3	0	625	1
3	0	819	1
3	0	606	1
3	0	801	1
3	0	808	1
3	0	811	1
3	0	785	1
3	0	734	1
3	0	716	1
3	0	736	1
3	0	756	1
3	0	661	1
3	0	763	1
3	0	645	1
3	0	712	1
3	0	859	1
3	0	704	1
3	0	718	1
3	0	743	1
3	0	658	1
3	0	691	1
3	0	845	1
3	0	741	1
3	0	679	1
3	0	802	1
3	0	749	1
3	0	848	1
3	0	772	1
3	0	714	1
3	0	773	1
3	0	659	1
3	0	846	1
3	0	798	1
3	0	647	1
3	1	2	1
8	0	444	1
8	0	231	1
8	0	238	1
8	0	268	1
8	0	550	1
8	0	299	1
8	0	218	1
8	0	286	1
8	0	282	1
8	1	1	1
9	0	1893	1
9	1	5	1
12	3	30261	1
12	3	62834	1
14	0	1496	1
14	0	1136	1
14	0	81	1
14	0	55	1
14	0	818	1
14	0	853	1
14	0	773	1
14	0	806	1
14	0	701	1
14	0	829	1
14	0	698	1
14	0	600	1
14	0	652	1
14	0	752	1
14	0	587	1
14	0	837	1
14	0	668	1
14	0	591	1
14	0	582	1
14	0	648	1
14	0	743	1
14	0	617	1
14	0	634	1
14	0	601	1
14	0	756	1
14	0	812	1
14	0	832	1
14	0	678	1
14	0	651	1
14	0	613	1
14	0	826	1
14	0	827	1
14	0	598	1
14	0	852	1
14	0	809	1
14	0	595	1
14	0	824	1
14	0	729	1
14	0	834	1
14	0	734	1
14	0	858	1
14	0	643	1
14	0	848	1
14	0	655	1
14	0	741	1
14	0	810	1
14	0	722	1
14	0	757	1
14	0	746	1
14	0	775	1
14	0	796	1
14	0	843	1
14	0	588	1
14	0	782	1
14	0	675	1
14	0	623	1
14	0	772	1
14	0	769	1
14	0	662	1
14	0	770	1
14	0	821	1
14	0	795	1
14	0	742	1
14	0	633	1
14	0	624	1
14	0	665	1
14	0	856	1
14	0	597	1
14	0	762	1
14	0	718	1
14	0	748	1
14	0	659	1
14	0	608	1
14	0	712	1
14	0	700	1
14	0	630	1
14	0	649	1
14	0	674	1
14	0	808	1
14	0	783	1
14	0	854	1
14	0	721	1
14	0	683	1
14	0	764	1
14	0	620	1
14	0	802	1
14	0	637	1
14	0	790	1
14	0	697	1
14	0	786	1
14	0	646	1
14	0	850	1
14	0	811	1
14	0	604	1
14	0	627	1
14	0	679	1
14	0	781	1
14	0	592	1
14	0	840	1
14	0	842	1
14	0	641	1
14	0	586	1
14	0	708	1
14	0	830	1
14	0	738	1
14	0	635	1
14	0	690	1
14	0	814	1
14	0	667	1
14	0	585	1
14	0	789	1
14	0	580	1
14	0	669	1
14	0	844	1
14	1	2	1
20	0	815	1
20	1	2	1
28	3	82809	1
30	0	361	1
30	0	516	1
30	0	111	1
30	0	513	1
30	0	242	1
30	0	486	1
30	0	252	1
30	1	1	1
41	1	1	1
41	3	9046	1
41	3	29262	1
41	3	34820	1
41	3	34984	1
41	3	39595	1
41	3	50752	1
45	1	1	1
50	0	815	1
50	1	2	1
55	1	2	1
58	3	47070	1
70	0	76	1
70	0	78	1
70	0	833	1
70	0	657	1
70	0	622	1
70	0	786	1
70	0	851	1
70	0	842	1
70	0	677	1
70	0	713	1
70	0	841	1
70	1	2	1
71	0	1066	1
71	0	960	1
71	0	1709	1
71	0	845	1
71	0	584	1
71	0	613	1
71	0	809	1
71	0	858	1
71	0	648	1
71	0	660	1
71	0	802	1
71	0	743	1
71	0	591	1
71	0	746	1
71	0	690	1
71	0	852	1
71	0	846	1
71	1	2	1
72	3	3751	1
72	3	19026	1
72	3	40177	1
72	3	40339	1
72	3	52880	1
72	3	65673	1
72	3	71962	1
72	3	78407	1
72	3	80295	1
72	3	90600	1
72	3	93949	1
72	3	94098	1
73	0	1715	1
73	0	1759	1
73	0	1718	1
73	0	1751	1
73	0	1712	1
73	0	1716	1
73	0	1705	1
73	0	1739	1
73	0	1749	1
73	0	1720	1
73	0	1726	1
73	1	4	1
73	2	4	1
77	3	55	1
77	3	27465	1
77	3	60108	1
77	3	74765	1
80	3	74695	1
81	3	10581	1
81	3	44813	1
81	3	63339	1
81	3	64763	1
81	3	73654	1
81	3	84505	1
81	3	88079	1
88	3	23894	1
88	3	95780	1
98	1	1	1
116	1	1	1
128	0	822	1
128	0	630	1
128	0	652	1
128	1	2	1
131	0	1869	1
131	0	1838	1
131	0	1870	1
131	0	1860	1
131	0	1858	1
131	0	1891	1
131	0	1864	1
131	0	1876	1
131	0	1866	1
131	0	1843	1
131	0	1890	1
131	1	5	1
131	2	5	1
146	0	746	1
146	0	735	1
146	0	853	1
146	1	2	1
150	0	401	1
150	0	423	1
150	0	113	1
150	0	303	1
150	0	333	1
150	0	425	1
150	1	1	1
154	0	166	1
154	1	1	1
165	3	12355	1
169	3	21328	1
169	3	42179	1
172	1	1	1
172	3	12410	1
172	3	22079	1
172	3	94678	1
172	3	98575	1
175	3	62941	1
178	0	144	1
178	1	1	1
183	3	1879	1
183	3	11989	1
183	3	17502	1
183	3	32022	1
183	3	43727	1
183	3	43877	1
183	3	59309	1
183	3	68577	1
183	3	68918	1
183	3	72076	1
183	3	72236	1
183	3	80531	1
183	3	95627	1
185	3	17693	1
185	3	51517	1
196	1	1	1
199	0	495	1
199	0	207	1
199	0	116	1
199	0	392	1
199	0	184	1
199	0	230	1
199	0	228	1
199	0	139	1
199	0	568	1
199	0	408	1
199	0	166	1
199	0	151	1
199	0	486	1
199	0	171	1
199	0	514	1
199	0	209	1
199	0	242	1
199	0	295	1
199	1	1	1
200	3	42152	1
203	0	694	1
203	0	620	1
203	0	644	1
203	0	614	1
203	0	701	1
203	0	855	1
203	0	598	1
203	0	672	1
203	0	696	1
203	1	2	1
203	3	15887	1
203	3	20903	1
203	3	21542	1
203	3	29778	1
203	3	31598	1
203	3	34073	1
203	3	36099	1
203	3	38213	1
203	3	49453	1
203	3	59150	1
203	3	65700	1
203	3	66256	1
203	3	66838	1
203	3	67369	1
203	3	69175	1
203	3	70861	1
203	3	72488	1
203	3	82781	1
203	3	85379	1
203	3	86761	1
203	3	90643	1
203	3	100906	1
204	0	31	1
204	0	41	1
204	0	924	1
204	1	3	1
211	0	815	1
211	1	2	1
212	0	815	1
212	1	2	1
212	3	35924	1
221	3	31201	1
229	0	1525	1
229	0	598	1
229	0	701	1
229	0	719	1
229	1	2	1
232	0	1070	1
232	0	667	1
232	0	641	1
232	0	622	1
232	0	656	1
232	0	585	1
232	0	683	1
232	0	617	1
232	0	584	1
232	0	601	1
232	0	664	1
232	0	753	1
232	0	612	1
232	1	2	1
241	3	13732	1
241	3	30950	1
241	3	53204	1
241	3	57807	1
241	3	78376	1
241	3	78578	1
241	3	93958	1
241	3	96092	1
245	0	14	1
245	0	1744	1
245	0	59	1
245	0	1761	1
245	0	27	1
245	0	53	1
245	0	48	1
245	0	3	1
245	0	25	1
245	0	36	1
245	0	1476	1
245	0	1084	1
245	0	1477	1
245	0	32	1
245	0	44	1
245	0	50	1
245	0	9	1
245	0	1163	1
245	0	1370	1
245	0	1749	1
245	0	819	1
245	0	707	1
245	0	765	1
245	0	847	1
245	0	840	1
245	0	714	1
245	0	775	1
245	0	660	1
245	0	593	1
245	0	612	1
245	0	725	1
245	0	736	1
245	0	809	1
245	0	658	1
245	0	813	1
245	0	709	1
245	0	669	1
245	0	816	1
245	0	600	1
245	0	607	1
245	0	621	1
245	0	769	1
245	0	605	1
245	0	641	1
245	0	719	1
245	0	801	1
245	1	2	1
246	3	39736	1
246	3	57248	1
246	3	83914	1
247	0	1487	1
247	1	3	1
249	0	761	1
249	0	814	1
249	0	719	1
249	0	619	1
249	0	598	1
249	0	683	1
249	1	2	1
250	0	596	1
250	1	2	1
252	0	815	1
252	1	2	1
253	3	688	1
253	3	61159	1
261	0	398	1
261	0	84	1
261	1	1	1
262	3	8100	1
262	3	88987	1
263	0	815	1
263	1	2	1
264	3	70762	1
274	0	144	1
274	0	166	1
274	1	1	1
276	3	43100	1
276	3	75347	1
278	3	95933	1
280	0	1894	1
280	1	5	1
280	2	5	1
283	0	815	1
283	1	2	1
283	3	33307	1
285	3	570	1
285	3	37765	1
285	3	39197	1
285	3	58530	1
289	0	714	1
289	0	849	1
289	0	596	1
289	0	734	1
289	0	606	1
289	0	787	1
289	0	816	1
289	0	660	1
289	0	669	1
289	0	843	1
289	0	612	1
289	0	855	1
289	0	658	1
289	0	708	1
289	0	617	1
289	0	757	1
289	0	691	1
289	0	641	1
289	0	626	1
289	0	692	1
289	0	852	1
289	0	826	1
289	0	808	1
289	0	788	1
289	0	819	1
289	0	812	1
289	0	633	1
289	0	747	1
289	0	760	1
289	0	776	1
289	0	713	1
289	0	736	1
289	0	686	1
289	0	671	1
289	0	703	1
289	0	614	1
289	1	2	1
293	0	1756	1
293	0	1705	1
293	0	1732	1
293	0	1716	1
293	0	1747	1
293	0	1725	1
293	0	1736	1
293	0	1712	1
293	0	1720	1
293	0	1746	1
293	0	1740	1
293	1	4	1
301	0	1166	1
301	1	3	1
305	0	144	1
305	1	1	1
320	3	57062	1
320	3	87580	1
320	3	95322	1
324	3	10008	1
324	3	25000	1
324	3	29161	1
324	3	35454	1
